"change_id","conqat_luc","deckard_2_0_luc","iclones_luc","nicad5_luc","simcad_luc","simian_luc","conqat_ltc","deckard_2_0_ltc","iclones_ltc","nicad5_ltc","simcad_ltc","simian_ltc"
"50278",,"1021394, 1021647, 1021391, 1021392",,,,,,"1020933, 1021043, 1021044, 1021772, 1021773, 1021103, 1021104, 1021105, 1021106, 1021640, 1021641, 1021437, 1022259, 1022260, 1022261, 1021376, 1021377, 1021438, 1021439, 1022264, 1022265, 1022266, 1022263, 1021378, 1021379, 1021642, 1021655, 1021381, 1021380, 1021047, 1021588, 1021589, 1021590, 1021591, 1021656, 1021045, 1021046, 1021440, 1021441, 1021586, 1022268, 1022267, 1021048, 1021776, 1021802, 1021803, 1021592, 1021107, 1021777, 1021442, 1021593, 1022030, 1021643, 1021594, 1021049, 1021050, 1021595, 1021051, 1021596, 1022270, 1021996, 1022031, 1021645, 1021382, 1021383, 1021384, 1021385, 1021644, 1021646, 1021597, 1021778, 1021394, 1021600, 1021053, 1021054, 1022140, 1021647, 1021391, 1021392, 1022274, 1021661, 1021395, 1022273, 1021650, 1021601, 1021780, 1021781, 1021603, 1021782, 1021783, 1021602, 1021056, 1021055, 1021447, 1021446, 1021445, 1021057, 1021396, 1021449, 1022258, 1022256, 1022276, 1022255, 1022277, 1022257, 1022278, 1021448, 1021058, 1021651, 1021397, 1022279, 1022280, 1021059, 1022177",,,,
"50286",,"1022131, 1021394, 1021322, 1021323, 1021648, 1021386, 1021387, 1021389, 1021390",,,,,,"1021018, 1021019, 1021020, 1021305, 1021307, 1021021, 1021308, 1021309, 1021304, 1021310, 1021376, 1021377, 1021022, 1021378, 1021379, 1021642, 1021381, 1021380, 1021311, 1021023, 1021785, 1021024, 1022129, 1021312, 1021313, 1021643, 1021320, 1021382, 1021383, 1021384, 1021385, 1021314, 1021315, 1021316, 1021317, 1021318, 1021319, 1021646, 1022104, 1022131, 1022130, 1021394, 1021322, 1021323, 1021648, 1021386, 1021387, 1021389, 1021390, 1022202, 1021025, 1022203, 1021026, 1021786, 1021395, 1021324, 1021325, 1021326, 1021327, 1021396, 1021328, 1022205, 1022207, 1021028, 1022208, 1021030, 1021031, 1022210, 1021032, 1022211, 1021033, 1022212, 1021034, 1022214, 1021035, 1021036, 1021037, 1021029, 1021788, 1021651, 1021397, 1021038",,,,
"50323",,"1031821",,,"568217","1132374",,"1031819, 1031822, 1031821, 1031823",,,"568217","1132374"
"50324",,"1031820",,,"568216","1132373",,"1031819, 1031820, 1031822, 1031823",,,"568216","1132373"
"50339","214590, 214573, 214592",,"189127",,,,"214590, 214573, 214591, 214592","1033031, 1033694, 1034112, 1033032, 1034113, 1033033, 1033695, 1034114, 1034115, 1034116, 1034117, 1034118, 1034119, 1033696, 1034130, 1033034, 1033036, 1033038, 1033039, 1033040, 1034077, 1034074, 1034079, 1033697, 1033698, 1034120, 1034128, 1034129, 1034078, 1034131, 1034081, 1033704, 1033042, 1033043, 1034135, 1033044, 1034136, 1034138, 1034137, 1034139, 1034082, 1034141, 1034140, 1033045, 1034142, 1033708, 1034143, 1033709","189127",,,"1132831"
"50340","214589, 214573, 214592","1032207, 1034287","189127",,"568867","1132842","214589, 214573, 214591, 214592","1032189, 1032190, 1033393, 1033394, 1032191, 1032192, 1032193, 1033395, 1032194, 1034285, 1034602, 1032195, 1032196, 1032197, 1034577, 1032199, 1032198, 1033397, 1032200, 1033398, 1033399, 1034578, 1032201, 1032202, 1034580, 1034581, 1033400, 1033401, 1032203, 1032204, 1032205, 1032207, 1034287, 1034584, 1033404, 1034585, 1032208, 1034586, 1033405, 1032209, 1034288, 1032210, 1032211, 1032212, 1034587, 1032213, 1032214, 1033406, 1032215, 1034589, 1034590, 1033407, 1034591, 1034592, 1034606, 1033408, 1033409, 1032216, 1034594, 1033410","189127",,"568867","1132842"
"50341","214572, 214589, 214590","1032206, 1034286","189126",,"568866","1132841","214572, 214589, 214590, 214591","1032189, 1032190, 1033393, 1033394, 1032191, 1032192, 1032193, 1033395, 1032194, 1034285, 1034602, 1032195, 1032196, 1032197, 1034577, 1032199, 1032198, 1033397, 1032200, 1033398, 1033399, 1034578, 1032201, 1032202, 1034580, 1034581, 1033400, 1033401, 1032203, 1032204, 1032205, 1032206, 1034286, 1034584, 1033404, 1034585, 1032208, 1034586, 1033405, 1032209, 1034288, 1032210, 1032211, 1032212, 1034587, 1032213, 1032214, 1033406, 1032215, 1034589, 1034590, 1033407, 1034591, 1034592, 1034606, 1033408, 1033409, 1032216, 1034594, 1033410","189126",,"568866","1132841"
"50344",,"1034306",,,,,,"1034306",,,,
"50368",,"1034307",,,,,,"1032219, 1032220, 1032221, 1032222, 1032223, 1032224, 1032225, 1032226, 1032227, 1032228, 1033879, 1033888, 1032229, 1034307, 1033882, 1032230, 1032232, 1033884, 1032233",,,,
"50386",,"1044887",,,,,,"1044887, 1044888",,,,
"50391",,"1044886",,,,,,"1044886, 1044888",,,,
"50392",,"1044886, 1045111",,,,,,"1044228, 1044886, 1045111, 1044888, 1044230",,,,
"50398",,"1045110",,,,,,"1045110",,,,
"50404",,,"192185",,,"1136439",,,"192185",,,"1136439"
"50405","221068",,"192185","532726","572390","1136439","221068",,"192185","532726","572390","1136439"
"50406",,,"192276",,,"1136446",,,"192276",,,"1136446"
"50407","221378",,"192276",,,"1136446","221378",,"192276",,,"1136446"
"50408","221378",,"192276",,,"1136446","221378",,"192276",,,"1136446"
"50409","221378",,"192276",,,"1136446","221378",,"192276",,,"1136446"
"50410","221378, 221471, 220753",,"192276",,,"1136446","221469, 220750, 221470, 220751, 220752, 221378, 221471, 220753",,"192276",,,"1136446"
"50411","221378","1049303","192276",,,"1136446","221378","1049297, 1049299, 1049300, 1049301, 1049302, 1049303","192276",,,"1136446"
"50412","221378","1049303","192276","532734","572431","1136446","221378","1049297, 1049299, 1049300, 1049301, 1049302, 1049303","192276","532734","572431","1136446"
"50413","221378","1049303","192276","532734","572431","1136446","221378","1049297, 1049299, 1049300, 1049301, 1049302, 1049303","192276","532734","572431","1136446"
"50414","221378","1049319, 1049330, 1049332","192276","532734","572431","1136446","221378","1049318, 1049319, 1049322, 1049323, 1049320, 1049321, 1049324, 1049325, 1049326, 1049327, 1049328, 1049329, 1049330, 1049331, 1049332","192276","532734","572431","1136446"
"50415","221378",,"192276",,,"1136446","221378",,"192276",,,"1136446"
"50416","221378",,"192276","532736","572433","1136446","221378",,"192276","532736","572433","1136446"
"50417","221378","1049346, 1049314","192276","532736","572433","1136446","221378","1049346, 1049314","192276","532736","572433","1136446"
"50418","221378","1049349","192276","532736","572433","1136446","221378","1049348, 1049349","192276","532736","572433","1136446"
"50419","221378","1049349, 1049356","192276","532736","572433","1136446","221378","1049350, 1049352, 1049348, 1049354, 1049355, 1049349, 1049356","192276","532736","572433","1136446"
"50420","221378",,"192276","532736","572433","1136446","221378",,"192276","532736","572433","1136446"
"50421","221378, 221323, 221324",,"192276",,,"1136446","221378, 221323, 221324",,"192276",,,"1136446"
"50422","221378, 221323, 221324",,"192276, 192402, 192403",,"572439, 572440","1136446","221378, 221323, 221324",,"192276, 192402, 192403",,"572439, 572440","1136446"
"50423","221378, 221323, 221324",,"192276, 192402, 192403",,,"1136446","221378, 221323, 221324",,"192276, 192402, 192403",,,"1136446"
"50424","221378, 221323, 221324",,"192276, 192402, 192403",,,"1136446","221378, 221323, 221324",,"192276, 192402, 192403",,,"1136446"
"50425","221378, 221323, 221324",,"192276, 192402, 192403","532738, 532739","572445, 572447","1136446, 1136255, 1136257","221378, 221323, 221324",,"192276, 192402, 192403","532738, 532739","572445, 572447","1136446, 1136255, 1136257"
"50428",,,"192200",,,"1136437",,,"192200",,,"1136437"
"50429","220889",,"192200",,,"1136437","220889",,"192200",,,"1136437"
"50430","220889",,"192200",,,"1136437","220889",,"192200",,,"1136437"
"50431","220889, 220967",,"192200",,,"1136437","220964, 220966, 220889, 220967",,"192200",,,"1136437"
"50432","220889, 220967",,"192200",,,"1136437","220964, 220966, 220889, 220967",,"192200",,,"1136437"
"50433","220889, 220967",,"192200","532730","572394","1136437","220964, 220966, 220889, 220967",,"192200","532730","572394","1136437"
"50434","220889, 220967",,"192200","532730","572394","1136437","220964, 220966, 220889, 220967",,"192200","532730","572394","1136437"
"50435","220889","1049317, 1049330, 1049332","192200","532730","572394","1136437","220889","1049317, 1049318, 1049322, 1049323, 1049320, 1049321, 1049324, 1049325, 1049746, 1049326, 1049327, 1049328, 1049329, 1049330, 1049331, 1049332","192200","532730","572394","1136437"
"50436","220889",,"192200","532730","572394","1136437","220889",,"192200","532730","572394","1136437"
"50437","220889, 221602",,"192200",,,"1136437","221599, 221601, 220889, 221602",,"192200",,,"1136437"
"50438","220889, 221602",,"192200",,,"1136437","221599, 221601, 220889, 221602",,"192200",,,"1136437"
"50439","220889, 221602",,"192200","532732","572396","1136437","221599, 221601, 220889, 221602",,"192200","532732","572396","1136437"
"50440","220889",,"192200","532732","572396","1136437","220889",,"192200","532732","572396","1136437"
"50441","220889","1049368","192200","532732","572396","1136437","220889","1049368","192200","532732","572396","1136437"
"50442","220889","1049369, 1049387, 1049380, 1049379","192200","532732","572396","1136437","220889","1049369, 1049371, 1049372, 1049373, 1049374, 1049375, 1049376, 1049377, 1049378, 1049387, 1049380, 1049379, 1049381","192200","532732","572396","1136437"
"50443","220889","1049380, 1049379","192200","532732","572396","1136437","220889","1049371, 1049372, 1049373, 1049374, 1049375, 1049376, 1050188, 1050189, 1050192, 1050193, 1050194, 1050195, 1050190, 1050191, 1050196, 1050197, 1049377, 1049378, 1050200, 1050201, 1049380, 1049379, 1049381","192200","532732","572396","1136437"
"50444","220889","1049389","192200","532732","572396","1136437","220889","1049389","192200","532732","572396","1136437"
"50445","220889",,"192200",,,"1136437","220889",,"192200",,,"1136437"
"50446","220889",,"192200",,,"1136437","220889",,"192200",,,"1136437"
"50460",,,"192184",,,"1136440",,,"192184",,,"1136440"
"50461","221067",,"192184","532727","572391","1136440","221067",,"192184","532727","572391","1136440"
"50462",,,"192275",,,"1136445",,,"192275",,,"1136445"
"50463","221377",,"192275",,,"1136445","221377",,"192275",,,"1136445"
"50464","221377",,"192275",,,"1136445","221377",,"192275",,,"1136445"
"50465","221377",,"192275",,,"1136445","221377",,"192275",,,"1136445"
"50466","221377, 221468, 220749",,"192275",,,"1136445","221377, 221468, 220749, 221469, 220750, 221470, 220751, 220752",,"192275",,,"1136445"
"50467","221377","1049298","192275",,,"1136445","221377","1049297, 1049298, 1049299, 1049300, 1049301, 1049302","192275",,,"1136445"
"50468","221377","1049298","192275","532735","572432","1136445","221377","1049297, 1049298, 1049299, 1049300, 1049301, 1049302","192275","532735","572432","1136445"
"50469","221377","1049298","192275","532735","572432","1136445","221377","1049297, 1049298, 1049299, 1049300, 1049301, 1049302","192275","532735","572432","1136445"
"50470","221377","1049317, 1049319, 1049332","192275","532735","572432","1136445","221377","1049317, 1049318, 1049319, 1049322, 1049323, 1049320, 1049321, 1049324, 1049325, 1049326, 1049327, 1049328, 1049329, 1049331, 1049332","192275","532735","572432","1136445"
"50471","221377",,"192275",,,"1136445","221377",,"192275",,,"1136445"
"50472","221377",,"192275","532737","572434","1136445","221377",,"192275","532737","572434","1136445"
"50473","221377","1049345, 1049313","192275","532737","572434","1136445","221377","1049345, 1049313","192275","532737","572434","1136445"
"50474","221377","1049347","192275","532737","572434","1136445","221377","1049347, 1049348","192275","532737","572434","1136445"
"50475","221377","1049347, 1049351","192275","532737","572434","1136445","221377","1049350, 1049347, 1049351, 1049352, 1049348, 1049354, 1049355","192275","532737","572434","1136445"
"50476","221377",,"192275","532737","572434","1136445","221377",,"192275","532737","572434","1136445"
"50477","221377, 221322, 221324",,"192275",,,"1136445","221377, 221322, 221324",,"192275",,,"1136445"
"50478","221377, 221322, 221324",,"192275, 192401, 192403",,"572441, 572440","1136445","221377, 221322, 221324",,"192275, 192401, 192403",,"572441, 572440","1136445"
"50479","221377, 221322, 221324",,"192275, 192401, 192403",,,"1136445","221377, 221322, 221324",,"192275, 192401, 192403",,,"1136445"
"50480","221377, 221322, 221324",,"192275, 192401, 192403",,,"1136445","221377, 221322, 221324",,"192275, 192401, 192403",,,"1136445"
"50481","221377, 221322, 221324",,"192275, 192401, 192403","532740, 532739","572446, 572447","1136445, 1136256, 1136257","221377, 221322, 221324",,"192275, 192401, 192403","532740, 532739","572446, 572447","1136445, 1136256, 1136257"
"50484",,,"192199",,,"1136438",,,"192199",,,"1136438"
"50485","220888",,"192199",,,"1136438","220888",,"192199",,,"1136438"
"50486","220888",,"192199",,,"1136438","220888",,"192199",,,"1136438"
"50487","220888, 220965",,"192199",,,"1136438","220964, 220888, 220965, 220966",,"192199",,,"1136438"
"50488","220888, 220965",,"192199",,,"1136438","220964, 220888, 220965, 220966",,"192199",,,"1136438"
"50489","220888, 220965",,"192199","532731","572395","1136438","220964, 220888, 220965, 220966",,"192199","532731","572395","1136438"
"50490","220888, 220965",,"192199","532731","572395","1136438","220964, 220888, 220965, 220966",,"192199","532731","572395","1136438"
"50491","220888","1049317, 1049319, 1049330","192199","532731","572395","1136438","220888","1049317, 1049318, 1049319, 1049322, 1049323, 1049320, 1049321, 1049324, 1049325, 1049746, 1049326, 1049327, 1049328, 1049329, 1049330, 1049331","192199","532731","572395","1136438"
"50492","220888",,"192199","532731","572395","1136438","220888",,"192199","532731","572395","1136438"
"50493","220888, 221600",,"192199",,,"1136438","221599, 220888, 221600, 221601",,"192199",,,"1136438"
"50494","220888, 221600",,"192199",,,"1136438","221599, 220888, 221600, 221601",,"192199",,,"1136438"
"50495","220888, 221600",,"192199","532733","572397","1136438","221599, 220888, 221600, 221601",,"192199","532733","572397","1136438"
"50496","220888",,"192199","532733","572397","1136438","220888",,"192199","532733","572397","1136438"
"50497","220888","1049367","192199","532733","572397","1136438","220888","1049367","192199","532733","572397","1136438"
"50498","220888","1049386, 1049370, 1049369, 1049379","192199","532733","572397","1136438","220888","1049386, 1049370, 1049369, 1049371, 1049372, 1049373, 1049374, 1049375, 1049376, 1049377, 1049378, 1049379, 1049381","192199","532733","572397","1136438"
"50499","220888","1049370, 1049369","192199","532733","572397","1136438","220888","1049370, 1049369, 1049371, 1049372, 1049373, 1049374, 1049375, 1049376, 1050188, 1050189, 1050192, 1050193, 1050194, 1050195, 1050190, 1050191, 1050196, 1050197, 1049377, 1049378, 1050200, 1050201, 1049381","192199","532733","572397","1136438"
"50500","220888","1049388","192199","532733","572397","1136438","220888","1049388","192199","532733","572397","1136438"
"50501","220888",,"192199",,,"1136438","220888",,"192199",,,"1136438"
"50502","220888",,"192199",,,"1136438","220888",,"192199",,,"1136438"
"50511","221322, 221323",,"192401, 192402","532740, 532738","572441, 572446, 572439, 572445","1136256, 1136255","221322, 221323",,"192401, 192402","532740, 532738","572441, 572443, 572446, 572439, 572442, 572445","1136353, 1136256, 1136395, 1136352, 1136255, 1136396"
"50529",,"1058292",,,,,,"1058280, 1058675, 1058281, 1058282, 1058283, 1058284, 1058285, 1059379, 1058286, 1058676, 1058677, 1058679, 1058287, 1058288, 1058289, 1058290, 1058682, 1058292, 1058683, 1058293, 1059382, 1059477, 1059383, 1059478, 1059481, 1059479, 1059480, 1059482, 1059485, 1059483, 1059484, 1059486, 1059487, 1058294, 1059488, 1058684, 1059489, 1059490, 1058295, 1058296, 1058297, 1059491, 1059493, 1059494, 1059495, 1059496, 1059497, 1059499, 1059498, 1059501, 1059500, 1059502, 1059503, 1059504, 1059505, 1059506, 1059507, 1059492, 1058298, 1058299, 1058685, 1058686, 1058300, 1058301, 1059508, 1059509, 1059384, 1059385, 1058302, 1058303",,,,
"50531",,"1058291",,,,,,"1058280, 1058675, 1058281, 1058282, 1058283, 1058284, 1058285, 1059379, 1058286, 1058676, 1058677, 1058679, 1058287, 1058288, 1058289, 1058290, 1058682, 1058291, 1058683, 1058293, 1059382, 1059477, 1059383, 1059478, 1059481, 1059479, 1059480, 1059482, 1059485, 1059483, 1059484, 1059486, 1059487, 1058294, 1059488, 1058684, 1059489, 1059490, 1058295, 1058296, 1058297, 1059491, 1059493, 1059494, 1059495, 1059496, 1059497, 1059499, 1059498, 1059501, 1059500, 1059502, 1059503, 1059504, 1059505, 1059506, 1059507, 1059492, 1058298, 1058299, 1058685, 1058686, 1058300, 1058301, 1059508, 1059509, 1059384, 1059385, 1058302, 1058303",,,,
"50567",,"1072124, 1072134, 1071948, 1071951","196998",,,,"229545, 229547, 229548","1071935, 1071936, 1071937, 1072121, 1071938, 1071939, 1071940, 1071941, 1072122, 1072127, 1072124, 1072128, 1071945, 1071943, 1071946, 1072134, 1072129, 1072147, 1072130, 1072148, 1072131, 1071947, 1071948, 1072133, 1071949, 1071944, 1071950, 1072140, 1072141, 1072142, 1071951","196998","534223, 534224, 534225","577304, 577305, 577306, 577309, 577307, 577308",
"50568","229142, 229440, 229143, 229144, 229441, 229465, 229396, 229145, 229442","1072123, 1072134, 1072135, 1070882, 1072136, 1070885, 1070886, 1070877","196998, 196954, 196909, 196955, 197000, 196956",,,"1140403, 1140485, 1140406, 1140404","229142, 229440, 229143, 229144, 229441, 229465, 229396, 229145, 229442","1070861, 1070868, 1070869, 1070870, 1070871, 1070872, 1070873, 1070874, 1070875, 1072122, 1072127, 1072123, 1070863, 1070878, 1072125, 1070879, 1072134, 1070864, 1070880, 1070865, 1070881, 1070866, 1072138, 1072135, 1070882, 1070867, 1070883, 1072126, 1070884, 1072136, 1070885, 1070886, 1070877, 1070887","196998, 196954, 196909, 196955, 197000, 196956, 196910",,,"1140403, 1140485, 1140406, 1140404"
"50569","229141, 229439, 229143, 229144, 229441, 229145, 229442, 229376",,"196997, 196915, 197006, 197004, 196916","534228","577328","1140566, 1140436","229141, 229439, 229143, 229144, 229441, 229145, 229442, 229376",,"196997, 196915, 197006, 197004, 196916","534228","577327, 577328","1140566, 1140436"
"50570","229376",,"197006","534228","577328","1140566, 1140436","229376",,"197006","534228","577327, 577328","1140566, 1140436"
"50571","229141, 229142, 229144, 229145","1072123, 1072124, 1072132","196953, 196955, 196956",,,"1140405, 1140406, 1140404","229141, 229142, 229144, 229145","1072121, 1072122, 1072127, 1072123, 1072124, 1072128, 1072125, 1072129, 1072130, 1072131, 1072132, 1072133, 1072126","196953, 196955, 196956",,,"1140405, 1140406, 1140404"
"50572","229141, 229439, 229464, 229142, 229440, 229143, 229145, 229442",,"196908, 196953, 196999, 196954, 196956",,,"1140486, 1140405, 1140403, 1140404","229141, 229439, 229464, 229142, 229440, 229143, 229145, 229442",,"196908, 196953, 196999, 196954, 196956, 197008, 196910",,,"1140486, 1140405, 1140403, 1140404"
"50573","229395, 229141, 229439, 229142, 229440, 229375, 229143, 229144, 229441","1072137, 1072139, 1072136","196914, 197005, 196916",,,"1140567","229395, 229141, 229439, 229142, 229440, 229375, 229143, 229144, 229441","1072137, 1072138, 1072139, 1072136","196914, 197005, 196916",,,"1140567"
"50574","229375","1071942, 1070876, 1072134, 1072136, 1070885, 1070886, 1070877","197005",,,"1140567","229375","1070868, 1070869, 1070870, 1070871, 1070872, 1071935, 1070873, 1071936, 1071937, 1070874, 1071938, 1071939, 1071940, 1070875, 1071941, 1072122, 1072127, 1071942, 1070876, 1072128, 1070878, 1071943, 1070879, 1072134, 1072129, 1070880, 1072130, 1070881, 1072131, 1071947, 1072133, 1070883, 1071944, 1070884, 1072136, 1070885, 1070886, 1070877, 1070887","197005",,,"1140567"
"50575",,"1072137, 1072135, 1072139","196953, 197003, 196914, 196954, 196955, 196915","534227","577326","1140405, 1140403, 1140406",,"1072137, 1072138, 1072135, 1072139","196953, 197003, 196914, 196954, 196955, 196915","534227","577327, 577326","1140405, 1140403, 1140406"
"50576",,"1072137, 1072135, 1072139","196953, 196954, 196955","534227","577326","1140437",,"1072137, 1072138, 1072135, 1072139","196953, 196954, 196955","534227","577327, 577326","1140437"
"50577",,,,"534227","577326","1140437",,,,"534227","577327, 577326","1140437"
"50582",,"1072192, 1072190, 1071274, 1071275, 1072191, 1072053, 1071277",,,,,,"1070204, 1070203, 1070205, 1071253, 1072174, 1072175, 1072176, 1070206, 1072177, 1072178, 1071255, 1071254, 1072219, 1071256, 1071498, 1071499, 1071500, 1071501, 1071257, 1070207, 1071258, 1071259, 1071260, 1071261, 1072183, 1071262, 1071270, 1071267, 1071263, 1071264, 1071268, 1071265, 1072052, 1072051, 1071266, 1071269, 1072188, 1072189, 1071271, 1071273, 1071503, 1071272, 1072192, 1072190, 1071274, 1071275, 1071276, 1072191, 1072053, 1071277, 1072221, 1071279, 1071280, 1071281, 1071282",,,,
"50583","229601","1072193, 1072190, 1072194, 1072191, 1072195","197010","534230, 534231","577336, 577337","1140655","229601","1072174, 1072175, 1072176, 1072177, 1072178, 1072179, 1072180, 1072181, 1072182, 1072183, 1072184, 1072185, 1072186, 1072187, 1072188, 1072189, 1072193, 1072190, 1072194, 1072191, 1072195, 1072196, 1072197, 1072198","197010","534230, 534231","577336, 577337","1140655"
"50584","229601",,"197010",,,"1140655","229601",,"197010",,,"1140655"
"50587",,"1071942, 1070876, 1070882, 1072193, 1072192, 1070877, 1072194, 1071643, 1072195",,,,,,"1069993, 1069994, 1071694, 1069995, 1071368, 1069996, 1072174, 1072175, 1072176, 1070868, 1072177, 1071636, 1070869, 1071369, 1069997, 1071371, 1070870, 1070871, 1072179, 1071372, 1069998, 1071380, 1069999, 1071381, 1071376, 1071377, 1071382, 1070872, 1071373, 1071374, 1071383, 1071384, 1071385, 1071378, 1071386, 1070000, 1071387, 1071390, 1071700, 1071388, 1071389, 1070001, 1071392, 1071391, 1070002, 1071936, 1071937, 1071638, 1070874, 1071639, 1072180, 1071701, 1070003, 1071853, 1072181, 1072182, 1071395, 1071396, 1072183, 1071640, 1071939, 1071940, 1071397, 1071398, 1071702, 1072184, 1072185, 1070875, 1072186, 1072187, 1071399, 1071641, 1071856, 1071402, 1071403, 1071400, 1071941, 1071401, 1071704, 1071706, 1071942, 1070876, 1071707, 1070878, 1071943, 1071708, 1070879, 1071711, 1071710, 1070880, 1071713, 1071712, 1070881, 1071714, 1071947, 1070882, 1071715, 1070883, 1071944, 1071716, 1070884, 1072193, 1072192, 1070877, 1072194, 1071643, 1072195, 1072196, 1072197, 1070005, 1071407, 1071858, 1071408, 1070887, 1071719, 1071720, 1071721, 1072198",,,,
"50588",,"1070876, 1070882, 1072193, 1072192, 1070885, 1070877, 1072194, 1071643, 1072195",,,,,,"1072174, 1072175, 1072176, 1070868, 1072177, 1071636, 1070869, 1070870, 1070871, 1072179, 1070872, 1071637, 1070873, 1071638, 1070874, 1071639, 1072180, 1071853, 1072181, 1072182, 1072183, 1071640, 1072184, 1072185, 1070875, 1072186, 1072187, 1072188, 1071641, 1071856, 1072199, 1070876, 1070878, 1072201, 1070879, 1072202, 1070880, 1072203, 1070881, 1070882, 1070883, 1072204, 1070884, 1072193, 1072192, 1070885, 1070877, 1072194, 1071643, 1072195, 1072196, 1072197, 1071858, 1070887, 1072198",,,,
"50589",,"1070876, 1070882, 1070885, 1070886",,,,,,"1071694, 1070868, 1070869, 1070870, 1070871, 1071697, 1070872, 1071699, 1071700, 1070873, 1070874, 1071701, 1071702, 1070875, 1071704, 1071706, 1070876, 1071707, 1070878, 1071708, 1070879, 1071711, 1071710, 1070880, 1071713, 1071712, 1070881, 1071714, 1070882, 1071715, 1070883, 1071716, 1070884, 1070885, 1070886, 1070887, 1071719, 1071720, 1071721",,,,
"50590",,"1071278, 1072193, 1072192, 1072190, 1071275, 1072191, 1069981",,,,,,"1069958, 1069959, 1069960, 1069961, 1069962, 1071867, 1069963, 1069964, 1071253, 1069965, 1069966, 1069967, 1072177, 1071868, 1069969, 1069968, 1069970, 1071255, 1071254, 1069971, 1071256, 1069972, 1071869, 1069973, 1069974, 1069975, 1071257, 1071258, 1071873, 1071874, 1071259, 1071260, 1071261, 1071870, 1071875, 1071878, 1071871, 1071876, 1071877, 1071872, 1071879, 1072183, 1069977, 1071262, 1069978, 1071270, 1072030, 1071267, 1071263, 1071264, 1071268, 1071265, 1071266, 1071269, 1072188, 1069979, 1071883, 1071271, 1071273, 1071278, 1072193, 1071272, 1072192, 1072190, 1071275, 1071276, 1072191, 1071885, 1069981, 1071888, 1071887, 1071279, 1069982, 1071280, 1069983, 1069984, 1069985, 1071889, 1069986, 1069987, 1069988, 1069989, 1071281, 1071282, 1069990",,,,
"50591",,"1071278, 1071274, 1070130, 1071277",,,,,,"1070122, 1070123, 1070124, 1071253, 1071255, 1071254, 1071256, 1070125, 1071257, 1071658, 1071258, 1071259, 1071260, 1071261, 1071262, 1071270, 1071267, 1071263, 1071264, 1071268, 1071265, 1071659, 1071266, 1071269, 1070128, 1070126, 1070127, 1071271, 1071273, 1071278, 1071272, 1070129, 1071274, 1071276, 1070130, 1071277, 1071279, 1071280, 1070132, 1070133, 1070135, 1070134, 1071281, 1071282, 1070136, 1070137",,,,
"50593","229600",,"197009","534229, 534231","577335, 577337","1140656","229600",,"197009","534229, 534231","577335, 577337","1140656"
"50594","229600","1072054, 1072192, 1071642, 1072194, 1071677, 1072195","197009",,,"1140656","229600","1071665, 1071666, 1072174, 1072175, 1072176, 1072177, 1071636, 1071219, 1071220, 1072179, 1071221, 1071637, 1071638, 1071668, 1071639, 1071222, 1071670, 1071669, 1072180, 1071224, 1071223, 1072181, 1072182, 1072183, 1071640, 1072184, 1072185, 1072052, 1072051, 1072186, 1072187, 1072188, 1071641, 1071671, 1071672, 1071673, 1071674, 1071675, 1072054, 1072192, 1071642, 1072194, 1071677, 1072195, 1072196, 1071227, 1072197, 1071226, 1072198","197009",,,"1140656"
"50595",,"1072054",,,,,,"1072052, 1072051, 1072054",,,,
"50596",,"1072054",,,,,,"1072052, 1072051, 1072054",,,,
"50598",,"1071278, 1072193, 1072192, 1072190, 1069980, 1070131, 1071676",,"534229, 534230","577335, 577336",,,"1069958, 1069959, 1070122, 1070123, 1070124, 1070180, 1071665, 1071666, 1070401, 1070402, 1069960, 1069961, 1069962, 1071867, 1069963, 1069964, 1071253, 1072346, 1069965, 1069966, 1069967, 1072177, 1071868, 1069969, 1069968, 1069970, 1072273, 1071255, 1071254, 1070403, 1070181, 1070182, 1070183, 1069971, 1071256, 1069972, 1071869, 1070125, 1070184, 1069973, 1069974, 1069975, 1071257, 1071668, 1070185, 1071669, 1071258, 1071873, 1071874, 1071259, 1071260, 1071261, 1071870, 1070186, 1070187, 1071875, 1071878, 1071871, 1070188, 1071876, 1071877, 1071872, 1071879, 1072183, 1069977, 1070191, 1070189, 1071262, 1069978, 1071270, 1071267, 1071263, 1071264, 1071268, 1071265, 1071266, 1071269, 1072188, 1069979, 1071883, 1070128, 1070126, 1070127, 1071271, 1070192, 1070195, 1071273, 1071671, 1071672, 1071673, 1071674, 1071675, 1071278, 1072193, 1070193, 1070129, 1072192, 1072190, 1069980, 1070131, 1071276, 1071676, 1071885, 1071888, 1071887, 1072276, 1071279, 1069982, 1070406, 1071280, 1069983, 1069984, 1072277, 1069985, 1071889, 1070132, 1070133, 1069986, 1069987, 1069988, 1072279, 1070135, 1070134, 1070407, 1069989, 1072349, 1071281, 1071282, 1070136, 1069990, 1070137, 1072281",,"534229, 534230","577335, 577336",
"50628",,"1080144","198796",,,,,"1080144, 1080145, 1080146, 1080147, 1080148, 1080149, 1080151, 1080150, 1080152, 1080153, 1080155, 1080154","198796",,,
"50629",,"1080143","198795",,,,,"1080099, 1080100, 1080143, 1080102, 1080145, 1080103, 1080147, 1080148, 1080104, 1080149, 1080151, 1080150, 1080152, 1080153, 1080155, 1080154, 1080105","198795",,,
"50630",,,"198798","534933","579727",,,,"198798","534933","579727",
