"change_id","conqat_luc","deckard_2_0_luc","iclones_luc","nicad5_luc","simcad_luc","simian_luc","conqat_ltc","deckard_2_0_ltc","iclones_ltc","nicad5_ltc","simcad_ltc","simian_ltc"
"45319",,"407483",,,,,,"407483, 407484, 407485",,,,
"45320",,"407482, 407438, 407439",,,,,,"407223, 407482, 407225, 407438, 407439, 407224, 407437, 407443, 407441, 407484, 407485, 407227, 407444, 407228, 407230, 407229, 407231, 407232, 408107, 407447, 407233, 407234",,,,
"45321",,"408102, 407438, 407439",,,,,,"407223, 408102, 407225, 407438, 407439, 407224, 407437, 407443, 407441, 407227, 407444, 407228, 407230, 407229, 407231, 407232, 408107, 407447, 407233, 407234",,,,
"45322",,"407442, 407439",,,,,,"407442, 407440, 407439, 407437, 407443, 407441, 407444, 407445, 407446, 407447",,,,
"45323",,"408102, 407442",,,,,,"407247, 408102, 407442, 407440, 408100, 407437, 407249, 407441, 407250, 407251, 407252, 407253, 407254, 407255, 408104, 408103, 407445, 407446, 408107, 407447, 408108",,,,
"45442",,"433773, 433774",,,,,,"433773, 433774",,,,
"45443",,"433773, 433774",,,,,,"433773, 433774",,,,
"45444",,"433773, 433774",,,,,,"433773, 433774",,,,
"45445","34951",,,,,,"34951",,,,,
"45451",,"433695, 433696, 433697, 433692",,,,,,"433684, 433686, 433685, 433687, 433688, 433689, 433690, 433691, 433693, 433695, 433696, 433697, 433692, 433698, 433699, 433700, 433701, 433702",,,,
"45452",,"433694, 433563, 433564, 433692",,,,,,"433663, 433664, 433556, 433668, 433667, 433666, 433665, 433684, 433557, 433685, 433687, 433558, 433559, 433560, 433561, 433693, 433694, 433563, 433564, 433692, 433565, 433672, 433673, 433566, 433698, 433569, 433567, 433568, 433572, 433674, 433570, 434119, 434120, 433700, 433701, 433575, 433576, 433573, 433675, 433574, 433577, 433676, 433677, 433578, 433702, 433579, 433678",,,,
"45453",,"433694, 433562, 433564, 433692",,,,,,"433663, 433664, 433556, 433668, 433667, 433666, 433665, 433684, 433557, 433685, 433687, 433558, 433559, 433560, 433561, 433693, 433694, 433562, 433564, 433692, 433565, 433672, 433673, 433566, 433698, 433569, 433567, 433568, 433572, 433674, 433570, 434119, 434120, 433700, 433701, 433575, 433576, 433573, 433675, 433574, 433577, 433676, 433677, 433578, 433702, 433579, 433678",,,,
"45454",,"433694, 433562, 433563, 433692",,,,,,"433663, 433664, 433556, 433668, 433667, 433666, 433665, 433684, 433557, 433685, 433687, 433558, 433559, 433560, 433561, 433693, 433694, 433562, 433563, 433692, 433565, 433672, 433673, 433566, 433698, 433569, 433567, 433568, 433572, 433674, 433570, 434119, 434120, 433700, 433701, 433575, 433576, 433573, 433675, 433574, 433577, 433676, 433677, 433578, 433702, 433579, 433678",,,,
"45457",,"433694, 433695, 433696, 433697",,,,,,"433257, 433256, 433258, 433346, 433259, 433348, 433347, 433684, 433686, 433685, 433687, 433688, 433689, 433690, 433691, 433758, 433693, 433694, 433695, 433696, 433697, 433760, 433261, 433698, 433699, 433351, 434073, 433352, 433700, 433701, 433353, 433354, 433702, 434074, 434075, 433355, 433356, 434076, 434077",,,,
"45461",,"433771",,,,,,"433404, 433403, 433405, 433771, 434306, 434307, 434308, 434309, 434310, 434311, 434312, 434313, 434315",,,,
"45462",,"433771",,,,,,"433404, 433403, 433405, 433771, 434306, 434307, 434308, 434309, 434310, 434311, 434312, 434313, 434315",,,,
"45463","34950","433771, 433407",,,,,"34950","433404, 433403, 433405, 433771, 434306, 434307, 434308, 434309, 433407, 434310, 434311, 434312, 434313, 434315",,,,
"45507","37001",,,,,,"37001",,,,,
"45514","37000",,,,,,"37000",,,,,
"45528","37394",,"86394",,,"1041588","37394",,"86394",,,"1041588"
"45529","37393",,"86393",,,"1041587","37393",,"86393",,,"1041587"
"45530","37332",,,,,,"37332",,,,,
"45531","37331",,,,,,"37331",,,,,
"45547",,"447482",,,,,,"447482, 447483, 447484",,,,
"45551",,"447486, 447487",,,,,,"447486, 447487",,,,
"45552",,"447485, 447487",,,,,,"447485, 447487",,,,
"45553",,"447485",,,,,,"447134, 447135, 447136, 447485, 447138, 447139, 447140, 447141, 447142, 447143, 447144, 447145, 447148, 447147, 447146",,,,
"45554",,"447485, 447486",,,,,,"447134, 447135, 447136, 447485, 447486, 447138, 447139, 447140, 447141, 447142, 447143, 447144, 447145, 447148, 447147, 447146",,,,
"45565","37832",,"86651",,,"1041911","37832","447288, 447290, 447289, 447291, 447292, 447293, 447294, 447295, 447296, 447297, 447298, 447613, 447300, 447301, 447763, 447302, 447615, 447765, 447766, 447303, 447767","86651",,,"1041911"
"45566","37832","447547","86651",,,"1041911","37832","447573, 447533, 447534, 447575, 447542, 447543, 447544, 447545, 447576, 447628, 447547, 447577, 447536, 447537, 447548, 447550, 447578, 447551, 447579, 447549, 447580, 447581, 447629, 447830, 447582, 447583, 447834, 447552, 447584, 447538, 447555, 447556, 447553, 447539, 447540, 447541, 447558, 447557, 447559, 447585","86651",,,"1041911"
"45567",,"447587",,,,,"37754","447587, 447588, 447589, 447590, 447591",,,,
"45568",,"447587",,,,,"37754","447587, 447588, 447589, 447590, 447591",,,,
"45572",,"447607",,,,,,"447607",,,,
"45573",,,,,"454569",,,,,,"454569",
"45574",,"447608",,,"454568",,,"447608",,,"454568",
"45577","37831","447481","86650",,,"1041910","37831","447481, 447483, 447484","86650",,,"1041910"
"45578","37831",,"86650",,,"1041910","37831",,"86650",,,"1041910"
"45579","37831",,"86650",,,"1041910","37831",,"86650",,,"1041910"
"45580",,"447546",,,,,,"447345, 447346, 447347, 447546, 447542, 447543, 447544, 447545, 447694, 447349, 447548, 447550, 447551, 447549, 447350, 447552, 447555, 447556, 447553, 447351, 447558, 447557, 447559, 447352",,,,
"45581",,"447586",,,,,,"447586, 447588, 447589, 447590, 447591","86652",,,
"45582",,"447586",,,,,,"447586, 447588, 447589, 447590, 447591",,,,
"45583",,"447987",,,,,,"447987",,,,
"45584",,"447987",,,,,,"447987",,,,
"45585",,"447986",,,,,,"447986",,,,
"45592",,"452461",,,,,,"452456, 452459, 452460, 452457, 452458, 452461",,,,
"45602","39873, 39760, 39761, 39875",,,"495353","455337",,"39873, 39760, 39761, 39875","456146, 456147, 456149, 456148, 456151, 456150, 456152, 456154, 456155",,"495353","455337",
"45603","39872, 39759, 39761",,,"495352","455336","1042979","39872, 39759, 39761",,,"495352","455336","1042979"
"45604","39850",,,,,"1042977","39850",,,,,"1042977"
"45605","39849",,,,,"1042978","39849",,,,,"1042978"
"45606","39759, 39760",,,,,"1042980","39759, 39760",,,,,"1042980"
"45611","39797",,,,,,"39797",,,,,
"45612","39796",,,,,,"39796",,,,"455293",
"45613","39874",,,,,,"39874","456917",,,,
"45647",,"468059, 468058",,,,,,"468055, 468056, 468059, 468058",,,,
"45648",,"468059, 468058",,,,,,"468055, 468056, 468059, 468058",,,,
"45654",,,,"496077, 496078, 496079, 496080",,,,,,"496077, 496078, 496079, 496080",,
"45655",,,,"496077, 496078, 496079, 496080",,,,,,"496077, 496078, 496079, 496080",,
"45656",,,,"496076, 496078, 496079, 496080",,,,,,"496076, 496078, 496079, 496080",,
"45657",,,,"496076, 496078, 496079, 496080",,,,,,"496076, 496078, 496079, 496080",,
"45658",,,,"496076, 496077, 496079, 496080",,,,,,"496076, 496077, 496079, 496080",,
"45659",,,,"496076, 496077, 496079, 496080",,,,,,"496076, 496077, 496079, 496080",,
"45660","42329, 42330, 42331, 42332",,,"496076, 496077, 496078, 496080",,,"42329, 42330, 42331, 42332",,,"496076, 496077, 496078, 496080",,
"45661","42329, 42330, 42331, 42332",,,"496076, 496077, 496078, 496080",,,"42329, 42330, 42331, 42332",,,"496076, 496077, 496078, 496080",,
"45662","42328, 42357, 42330, 42358, 42331, 42359, 42332","468057, 468058, 468093",,"496076, 496077, 496078, 496079",,,"42328, 42357, 42330, 42358, 42331, 42359, 42332","468055, 468142, 468143, 468145, 468056, 468057, 468058, 468092, 468146, 468147, 468148, 468149, 468093",,"496076, 496077, 496078, 496079",,
"45663","42328, 42357, 42330, 42358, 42331, 42359, 42332","468057, 468058, 468093",,"496076, 496077, 496078, 496079",,,"42328, 42357, 42330, 42358, 42331, 42359, 42332","468055, 468142, 468143, 468145, 468056, 468057, 468058, 468092, 468146, 468147, 468148, 468149, 468093",,"496076, 496077, 496078, 496079",,
"45664","42353",,,,,,"42353",,,,,
"45671","42352",,,,,,"42352","467654, 467655, 467656, 467657, 467659, 467660",,,,
"45672","42352",,,,,,"42352","467486, 467485, 467654, 467655, 467656, 467657, 467659, 467660, 467489, 467488",,,,
"45677",,,,"496082, 496083, 496084",,,,,,"496082, 496083, 496084",,
"45678",,,,"496082, 496083, 496084",,,,,,"496082, 496083, 496084",,
"45679","42328, 42356, 42329, 42398, 42358, 42331, 42399, 42359, 42332","468057, 468059, 468093",,"496081, 496083, 496084",,,"42328, 42356, 42329, 42398, 42358, 42331, 42399, 42359, 42332","468055, 467470, 467471, 468057, 468059, 468092, 467473, 468093",,"496081, 496083, 496084",,
"45680","42328, 42356, 42329, 42398, 42358, 42331, 42399, 42359, 42332","468057, 468059, 468093",,"496081, 496083, 496084",,,"42328, 42356, 42329, 42398, 42358, 42331, 42399, 42359, 42332","468055, 467470, 467471, 468057, 468059, 468092, 467473, 468093",,"496081, 496083, 496084",,
"45681","42328, 42356, 42329, 42397, 42357, 42330, 42399, 42306, 42359, 42332",,,"496081, 496082, 496084",,,"42328, 42356, 42329, 42397, 42357, 42330, 42399, 42306, 42359, 42332",,,"496081, 496082, 496084",,
"45682","42328, 42356, 42329, 42397, 42357, 42330, 42399, 42306, 42359, 42332",,,"496081, 496082, 496084",,,"42328, 42356, 42329, 42397, 42357, 42330, 42399, 42306, 42359, 42332",,,"496081, 496082, 496084",,
"45683","42328, 42356, 42329, 42397, 42357, 42330, 42398, 42305, 42358, 42331",,,"496081, 496082, 496083",,,"42328, 42356, 42329, 42397, 42357, 42330, 42398, 42305, 42358, 42331",,,"496081, 496082, 496083",,
"45684","42328, 42356, 42329, 42397, 42357, 42330, 42398, 42305, 42358, 42331",,,"496081, 496082, 496083",,,"42328, 42356, 42329, 42397, 42357, 42330, 42398, 42305, 42358, 42331",,,"496081, 496082, 496083",,
"45685",,,,"496081, 496082, 496083",,,,,,"496081, 496082, 496083",,
"45686","42320, 42195, 42196, 42197",,,,,,"42320, 42195, 42196, 42197",,,,,
"45687","42320, 42195, 42196, 42197",,,,,,"42320, 42195, 42196, 42197",,,,,
"45688","42319, 42194, 42196, 42197",,,,,,"42319, 42194, 42196, 42197",,,,,
"45689","42319, 42194, 42196, 42197",,,,,,"42319, 42194, 42196, 42197",,,,,
"45690","42194, 42195, 42197",,,,,,"42194, 42195, 42197",,,,,
"45691","42194, 42195, 42197",,,,,,"42194, 42195, 42197",,,,,
"45692","42194, 42195, 42196",,,,,,"42194, 42195, 42196",,,,,
"45693","42194, 42195, 42196",,,,,,"42194, 42195, 42196",,,,,
"45711","42280",,,,,"1044417","42280",,,,,"1044417"
"45722","42279","468091, 468090",,,,"1044416","42279","468089, 468091, 468090, 468092, 468345",,,"456265","1044416"
"45752",,"472450",,,,,,"472483, 472232, 472434, 472429, 472428, 472430, 472431, 472432, 472435, 472433, 472442, 472485, 472441, 472436, 472487, 472444, 472443, 472241, 472242, 472445, 472446, 472449, 472244, 472490, 472491, 472448, 472493, 472494, 472492, 472450, 472438, 472439, 472495, 472451, 472440, 472496, 472497",,,,
"45754",,,"90512",,,,,,"90512",,,
"45758",,"472749",,,,,,"472749",,,,
"45768",,"472184",,,,,,"472175, 472176, 473077, 472177, 473080, 472178, 472753, 472755, 472756, 472182, 472181, 472184, 473086, 472185",,,,
"45772",,,,,,"1045013, 1045014",,,,,,"1045013, 1045014"
"45773",,,,,,"1045013, 1045014",,,,,,"1045013, 1045014"
"45774",,,,,,"1045013, 1045014",,,,,,"1045013, 1045014"
"45775",,,,,,"1045013, 1045014",,,,,,"1045013, 1045014"
"45776",,"472939, 472868",,,,,,"472861, 472862, 472365, 472370, 472369, 472366, 472372, 472371, 472373, 472374, 472863, 472778, 472864, 472375, 472866, 472867, 472377, 472939, 472380, 472381, 472379, 472368, 472868, 472869, 472386, 472384, 472382, 472383, 472385, 472387",,,,
"45777",,,"90463, 90421, 90417, 90406, 90365, 90418, 90407, 90423, 90419, 90465, 90367",,"456669, 456672, 456671, 456670","1044987, 1045038, 1044988, 1045037, 1044989",,,"90463, 90421, 90417, 90406, 90365, 90418, 90407, 90423, 90419, 90465, 90367",,"456669, 456672, 456671, 456670","1044987, 1045038, 1044988, 1045037, 1044989"
"45778",,,"90462, 90420, 90409, 90365, 90410, 90423, 90467, 90367",,"456668, 456672, 456671, 456670",,,,"90462, 90420, 90409, 90365, 90410, 90423, 90467, 90367",,"456668, 456672, 456671, 456670",
"45779",,,"90416, 90405, 90363, 90408, 90364, 90418, 90469, 90366, 90419, 90367",,"456668, 456669, 456671, 456670","1044986, 1045039, 1044988, 1045037, 1044989",,,"90416, 90405, 90363, 90408, 90364, 90418, 90469, 90366, 90419, 90367",,"456668, 456669, 456671, 456670","1044986, 1045039, 1044988, 1045037, 1044989"
"45780",,,"90416, 90405, 90363, 90408, 90364, 90417, 90468, 90365, 90419, 90367",,"456668, 456669, 456672, 456670","1044986, 1045039, 1044987, 1045038, 1044989",,,"90416, 90405, 90363, 90408, 90364, 90417, 90468, 90365, 90419, 90367",,"456668, 456669, 456672, 456670","1044986, 1045039, 1044987, 1045038, 1044989"
"45781",,,"90416, 90464, 90363, 90466, 90364, 90417, 90365, 90418, 90366",,"456668, 456669, 456672, 456671","1044986, 1044987, 1044988",,,"90416, 90464, 90363, 90466, 90364, 90417, 90365, 90418, 90366",,"456668, 456669, 456672, 456671","1044986, 1044987, 1044988"
"45790",,"472871, 472872",,,,,,"472172, 472173, 472871, 472872, 472874",,,,
"45795",,,,,,"1045012, 1045014",,,,,,"1045012, 1045014"
"45796",,,,,,"1045012, 1045014",,,,,,"1045012, 1045014"
"45797",,,,,,"1045012, 1045014",,,,,,"1045012, 1045014"
"45822",,,"90415","496329",,,,,"90415","496329",,
"45828",,,"90414",,,,,,"90414",,,
"45829",,,"90414","496328",,,,,"90414","496328",,
"45844",,,,,,"1045012, 1045013",,,,,,"1045012, 1045013"
"45845",,,,,,"1045012, 1045013",,,,,,"1045012, 1045013"
"45846",,,,,,"1045012, 1045013",,,,,,"1045012, 1045013"
"45871",,"472814",,,,,,"472812, 472814, 473097",,"496342",,
"45873",,"472277",,,,,,"472276, 472277",,,,
"45876","43160","472447, 472919",,,,,"43160","472442, 472441, 472444, 472443, 472445, 472446, 472447, 472449, 472448, 472920, 472919, 472922, 472451",,,,
"45878","43159","472918",,,,,"43159","472918",,,,
"45879",,"472104",,,,,,"472102, 472104, 472105, 472106",,,,
"45888",,"472278",,,,,,"472276, 472498, 472500, 472499, 472501, 472502, 472278",,,,
"45890",,"472870",,,,,,"472245, 472246, 472247, 472248, 472249, 472870, 472250, 472252, 472874, 472254, 472253, 472255",,,,
"45893",,"472938",,,,,,"472938",,,,
"45912",,"472522",,,,,,"472562, 472506, 472507, 472511, 472510, 472509, 472563, 472508, 472565, 472512, 472566, 472513, 472514, 472515, 472516, 472517, 472519, 472518, 472520, 472522, 472571, 472523, 472572, 472524, 472526, 472525, 472574, 472576, 472577, 472527",,,,
"45913",,"472522",,,,,,"472562, 472506, 472507, 472511, 472510, 472509, 472563, 472508, 472565, 472512, 472566, 472513, 472514, 472515, 472516, 472517, 472519, 472518, 472520, 472522, 472571, 472523, 472572, 472524, 472526, 472525, 472574, 472576, 472577, 472527",,,,
"45914",,"472179, 472521",,,,,,"472562, 472175, 472176, 472506, 472507, 472177, 472511, 472510, 472509, 472563, 472178, 472565, 472512, 472566, 472513, 472514, 472515, 472516, 472517, 472179, 472519, 472518, 472182, 472520, 472181, 472521, 472571, 472523, 472572, 472185, 472526, 472525, 472574, 472576, 472577, 472527",,,,
"45938",,"472949, 472946, 472947, 472950",,,"456708",,,"472945, 472949, 472946, 472947, 472950",,,"456708",
"45939",,"472331, 472947, 472950",,,"456708",,,"472326, 472325, 472945, 472327, 472328, 472329, 472330, 472331, 472947, 472333, 472950",,,"456708",
"45940",,"472948, 472947, 472950",,,,,,"472326, 472325, 472945, 472327, 472328, 472329, 472330, 472948, 472947, 472333, 472950",,,,
"45941",,"472948, 472332, 472302, 472950",,,"456707",,,"472141, 472140, 472291, 472142, 472326, 472290, 472143, 472144, 472295, 472145, 472297, 472296, 472298, 472146, 472714, 472715, 472716, 472327, 472328, 472329, 472330, 472299, 472300, 472147, 472948, 472332, 472302, 472303, 472718, 472333, 472304, 472950, 472305, 472306, 472307",,,"456707",
"45942",,"472948, 472949, 472946, 472302, 472950",,,,,,"472141, 472140, 472291, 472142, 472290, 472143, 472144, 472295, 472145, 472297, 472296, 472298, 472146, 472714, 472715, 472716, 472299, 472300, 472147, 472948, 472949, 472946, 472302, 472303, 472718, 472304, 472950, 472305, 472306, 472307",,,,
"45943",,"472948, 472949, 472946, 472302, 472950",,,,,,"472141, 472140, 472291, 472142, 472290, 472143, 472144, 472295, 472145, 472297, 472296, 472298, 472146, 472714, 472715, 472716, 472299, 472300, 472147, 472948, 472949, 472946, 472302, 472303, 472718, 472304, 472950, 472305, 472306, 472307",,,,
"45946",,"472301, 472836, 472838",,,,,,"472291, 472290, 472292, 472293, 472295, 472294, 472297, 472296, 472298, 472299, 472834, 472300, 472301, 472303, 472304, 472836, 472305, 472306, 472307, 472838",,,,
"45947",,"472301, 472836, 472838",,,,,,"472291, 472290, 472292, 472293, 472295, 472294, 472297, 472296, 472298, 472299, 472834, 472300, 472301, 472303, 472304, 472836, 472305, 472306, 472307, 472838",,,,
"45948",,"472301, 472836, 472838",,,,,,"472291, 472290, 472292, 472293, 472295, 472294, 472297, 472296, 472298, 472299, 472834, 472300, 472301, 472303, 472304, 472836, 472305, 472306, 472307, 472838",,,,
"45961",,"472103",,,,,,"472102, 472388, 472389, 472390, 472391, 472392, 472393, 472394, 472395, 472103, 472397, 472398, 472401, 472400, 472106, 472399",,,,
"45962",,"472103",,,,,,"472102, 472388, 472389, 472390, 472391, 472392, 472393, 472394, 472395, 472103, 472397, 472398, 472401, 472400, 472106, 472399",,,,
"45965",,,"90511",,,,,,"90511",,,
"45989",,"473027",,,,,,"473021, 473023, 473024, 473025, 473026, 473027, 473028",,,,
"45996",,"473022",,,,,,"472780, 472781, 473021, 473023, 473024, 473025, 473026, 473022, 472783, 473028",,,,
"46013",,"472948, 472949, 472946, 472947, 472835, 472838",,,,,,"472945, 472833, 472834, 472948, 472949, 472946, 472947, 472835, 472838",,,,
"46016",,"472813",,,,,,"472052, 472054, 472053, 472056, 472055, 472058, 472057, 472059, 472812, 472060, 472813, 472062, 473192",,,,
"46022",,"472865, 472161, 472160",,,,,,"472149, 472150, 472151, 472152, 472862, 472153, 472154, 472155, 472863, 472864, 472865, 472866, 472867, 472157, 472869, 472159, 472158, 472161, 472160",,,,
"46023",,"472865, 472161, 472160",,,,,,"472149, 472150, 472151, 472152, 472862, 472153, 472154, 472155, 472863, 472864, 472865, 472866, 472867, 472157, 472869, 472159, 472158, 472161, 472160",,,,
"46024",,"472865, 472161, 472160",,,,,,"472149, 472150, 472151, 472152, 472862, 472153, 472154, 472155, 472863, 472864, 472865, 472866, 472867, 472157, 472869, 472159, 472158, 472161, 472160",,,,
"46112","43243",,"90501",,,"1045050","43243",,"90501",,,"1045050"
"46115","43242",,"90500",,,"1045051","43242",,"90500",,,"1045051"
"46128",,,,,,"1044945",,"473126, 473011, 473010, 473128, 473127, 473129",,,,"1044945"
"46132",,,,,,"1044946",,,,,,"1044946"
"46134",,"472835, 472836",,,,,,"472167, 472166, 472169, 472168, 472833, 472834, 472835, 472836, 472171",,,,
"46135",,"472835, 472836",,,,,,"472167, 472166, 472169, 472168, 472833, 472834, 472835, 472836, 472171",,,,
"46139",,"473067",,,,,,"472844, 472845, 472846, 472847, 473060, 472848, 472849, 472850, 472851, 473061, 473062, 472852, 473065, 473063, 473064, 473067",,,,
"46143",,"472156, 473066, 472160",,,,,,"472149, 472150, 472151, 472152, 472153, 472154, 472155, 473060, 473061, 473062, 472156, 472157, 472159, 473063, 473064, 472158, 473066, 472160",,,,
"46144",,"472156, 472161",,,,,,"472149, 472211, 472203, 472204, 472197, 472205, 472198, 472206, 472199, 472207, 472200, 472209, 472212, 472210, 472208, 472201, 472202, 472150, 472151, 472152, 472213, 472153, 472602, 473182, 472604, 472154, 472155, 473185, 473186, 473172, 472156, 472157, 472159, 473099, 472158, 473100, 472161, 473174, 473190, 472216",,,,
"46162",,,"90963",,,,,,"90963",,,
"46163","43881, 43882",,"90963","496516, 496517",,"1045390","43881, 43882",,"90963","496516, 496517",,"1045390"
"46164","43881, 43882","476201","90963","496516, 496517",,"1045390","43881, 43882","475891, 475892, 475893, 476201, 476202, 475898, 475895, 475896, 475897, 476204, 476203, 476205","90963","496516, 496517",,"1045390"
"46165",,,,"496516, 496517",,,,"475423, 475424, 475425, 475426, 475427, 475428, 475429",,"496516, 496517",,
"46166",,,,"496516, 496517",,,,"475423, 475424, 475425, 475426, 475427, 475428, 475429",,"496516, 496517",,
"46167",,,"90965",,,"1045404",,,"90965",,,"1045404"
"46170",,"476148, 476150, 476151, 476152",,,,,,"476140, 476147, 476142, 476143, 476144, 476145, 476141, 476146, 476148, 476149, 476150, 476151, 476152, 476154, 476153, 476155, 476156",,,,
"46171",,"476148, 476150, 476151, 476152",,,,,,"476140, 476147, 476142, 476143, 476144, 476145, 476141, 476146, 476148, 476149, 476150, 476151, 476152, 476154, 476153, 476155, 476156",,,,
"46174",,,"90962","496515, 496517",,,,,"90962","496515, 496517",,
"46175","43867",,"90962","496515, 496517",,,"43867",,"90962","496515, 496517",,
"46176","43880, 43867, 43882",,"90962","496515, 496517",,"1045391","43880, 43867, 43882",,"90962","496515, 496517",,"1045391"
"46177","43880, 43867, 43882",,"90962","496515, 496517",,"1045391","43880, 43867, 43882",,"90962","496515, 496517",,"1045391"
"46178",,,,"496515",,,,,,"496515",,
"46179","43866",,"90964","496515, 496516",,"1045403","43866",,"90964","496515, 496516",,"1045403"
"46180","43880, 43866, 43881",,,"496515, 496516",,,"43880, 43866, 43881","475393, 475395, 475394, 475396, 475398, 475397, 475400, 475399, 475401, 475404, 475403",,"496515, 496516",,
"46181","43880, 43866, 43881","476200",,"496515, 496516",,,"43880, 43866, 43881","476200, 476202, 476204, 476203, 476205",,"496515, 496516",,
"46182",,"476200",,"496515, 496516",,,,"476200, 476202, 476204, 476203, 476205",,"496515, 496516",,
"46199",,"476139, 476150, 476151, 476152",,,,,,"476139, 476140, 476254, 476147, 476142, 476143, 476144, 476145, 476141, 476146, 476149, 476150, 476151, 476152, 476154, 476153, 476155, 476156",,,,
"46202",,"476139, 476148, 476151, 476152",,,,,,"475543, 475544, 476139, 476140, 475545, 476147, 476142, 476143, 476144, 476145, 476141, 476146, 476148, 476149, 476151, 476152, 476154, 476153, 475547, 476155, 476156, 475548",,,,
"46203",,"476139, 476148, 476151, 476152",,,,,,"475543, 475544, 476139, 476140, 475545, 476147, 476142, 476143, 476144, 476145, 476141, 476146, 476148, 476149, 476151, 476152, 476154, 476153, 475547, 476155, 476156, 475548",,,,
"46204",,"476120, 476121",,,,,,"476114, 476115, 476116, 476117, 476118, 476120, 476121, 476124, 476122, 476126, 476125, 476127",,,,
"46205",,"476139, 476148, 476150, 476121, 476152",,,,,"43909","476440, 476139, 476114, 476115, 476140, 476147, 476116, 476142, 476117, 476143, 476144, 476145, 476141, 476443, 476444, 476446, 476146, 476118, 476445, 476148, 476149, 476150, 476121, 476152, 476124, 476153, 476122, 476126, 476155, 476125, 476156, 476127, 476450, 476449, 476451",,,,
"46206",,"476139, 476148, 476150, 476119, 476121, 476152",,,,,,"476440, 476139, 476114, 476115, 476140, 476147, 476116, 476142, 476117, 476143, 476144, 476145, 476141, 476443, 476444, 476446, 476146, 476118, 476445, 476148, 476149, 476150, 476119, 476121, 476152, 476124, 476153, 476122, 476126, 476155, 476125, 476156, 476127, 476450, 476449, 476451",,,,
"46210",,"476139, 476148, 476150, 476119, 476120",,,,,,"476139, 476114, 476115, 476140, 476147, 476116, 476142, 476117, 476143, 476144, 476145, 476141, 476146, 476118, 476148, 476149, 476150, 476119, 476120, 476124, 476153, 476122, 476126, 476155, 476125, 476156, 476127",,,,
"46211",,"476139, 476148, 476150, 476151",,,,,,"476139, 476140, 476147, 476142, 476143, 476144, 476145, 476141, 476146, 476148, 476149, 476150, 476151, 476154, 476153, 476155, 476156",,,,
"46275","45638",,"92278",,,"1046374","45638",,"92278",,,"1046374"
"46276","45637",,"92277",,,"1046375","45637",,"92277",,,"1046375"
"46304","47389",,,,,,"47389","491000, 491271, 491551, 491552, 491272, 491273, 491274, 491275, 491001, 491638, 491553, 491277, 491276, 491639, 491279, 491556, 491280, 491281, 491641, 491557, 491283, 491282, 491558, 491559, 491560, 491561, 491562, 491284",,,,
"46305","47388",,,,,,"47388",,,,,
"46340",,,,"497450",,,,,,"497450",,
"46341",,,,"497449",,,,,,"497449",,
"46511",,,,,"462275",,,,,,"462275",
"46515",,,,,"462276, 462277",,,,,,"462276, 462277",
"46549",,"526571",,,,,,"526571",,,,
"46559",,"526572",,,,,,"526572",,,,
"46585",,,"99310",,,"1052054",,,"99310",,,"1052054"
"46586",,,"99310",,,"1052054",,,"99310",,,"1052054"
"46587",,,"99310",,,"1052054",,,"99310",,,"1052054"
"46588",,,"99310",,,"1052054",,,"99310",,,"1052054"
"46589","56652",,"99312",,,"1052069","56652",,"99312",,,"1052069"
"46590","56652",,"99312",,,"1052069","56652",,"99312",,,"1052069"
"46591","56652",,"99312",,,"1052069","56652",,"99312",,,"1052069"
"46592",,,"99309",,,"1052053",,"528872","99309",,,"1052053"
"46593",,,"99309",,,"1052053",,,"99309",,,"1052053"
"46594",,,"99309",,,"1052053",,,"99309",,,"1052053"
"46595",,"528874","99309",,,"1052053",,"528874, 528875","99309",,,"1052053"
"46596",,"528874",,,,,,"528874, 528875",,,,
"46597",,"528874",,,,,,"528874, 528875",,,,
"46598",,"528873",,,,,,"528502, 528503, 528504, 528505, 528507, 528506, 528509, 528510, 528508, 528511, 528873, 528514, 528513, 528515",,,,
"46599",,"528873",,,,,,"528502, 528503, 528504, 528505, 528507, 528506, 528509, 528510, 528508, 528511, 528873, 528514, 528513, 528515",,,,
"46600","56651",,"99311",,,"1052068","56651",,"99311",,,"1052068"
"46601","56651",,"99311",,,"1052068","56651",,"99311",,,"1052068"
"46602","56651",,"99311",,,"1052068","56651","528877, 528878, 528879, 528880, 528881","99311",,,"1052068"
"46603",,,,,"465398",,,,,,"465398",
"46604",,,,,"465398",,,,,,"465398",
"46605",,,,,"465398",,,,,,"465398",
"46606",,,,,"465398",,,,,,"465398",
"46607",,,,,"465397",,,,,,"465397",
"46608",,,,,"465397",,,"528789, 528790",,,"465397",
"46609",,,,,"465397",,,"528789, 528790",,,"465397",
"46610",,,,,"465397",,,,,,"465397",
"46658","58137",,,,"466370",,"58137",,,,"466370",
"46663",,"534245",,,,,,"534243, 534247, 534244, 534245",,,,
"46664",,"534246",,,,"1052843",,"534243, 534244, 534246",,,,"1052843"
"46666",,,,,,"1052844",,,,,,"1052844"
"46668","58136",,,,"466371",,"58136",,,,"466371",
"46682",,"539015, 539014, 538820",,,,"1053333",,"538807, 538804, 538803, 538808, 538809, 538810, 538811, 538812, 538813, 538814, 538817, 538815, 538816, 538805, 538818, 539015, 539014, 538820",,,,"1053333"
"46684",,,,,,"1053334",,,,,,"1053334"
"46694",,"538845, 538843, 538844",,,,,,"538837, 538838, 538839, 538840, 538841, 538842, 538845, 538843, 538844",,,,
