change_id,num_all_cochange,num_cloned_cochange,Percentage of Cloned Cochange
772,339,169,0.50
773,339,164,0.48
774,339,164,0.48
775,339,167,0.49
776,339,167,0.49
777,339,167,0.49
778,339,167,0.49
779,339,174,0.51
780,339,174,0.51
781,339,126,0.37
782,339,126,0.37
785,339,151,0.45
789,339,167,0.49
790,339,167,0.49
791,339,167,0.49
792,339,280,0.83
793,339,126,0.37
794,339,175,0.52
795,339,167,0.49
796,339,167,0.49
797,339,126,0.37
798,339,126,0.37
799,339,126,0.37
800,339,126,0.37
801,339,6,0.02
802,339,6,0.02
805,339,171,0.50
806,339,171,0.50
807,339,164,0.48
808,339,199,0.59
811,339,177,0.52
812,339,177,0.52
815,339,169,0.50
816,339,169,0.50
817,339,126,0.37
818,339,126,0.37
819,339,171,0.50
820,339,171,0.50
823,339,128,0.38
824,339,128,0.38
825,339,137,0.40
826,339,137,0.40
827,339,126,0.37
828,339,126,0.37
829,339,126,0.37
830,339,126,0.37
831,339,6,0.02
832,339,6,0.02
833,339,171,0.50
834,339,171,0.50
835,339,126,0.37
836,339,126,0.37
837,339,174,0.51
838,339,174,0.51
840,339,130,0.38
841,339,45,0.13
842,339,45,0.13
844,339,130,0.38
845,339,129,0.38
846,339,129,0.38
849,339,126,0.37
850,339,126,0.37
851,339,164,0.48
852,339,279,0.82
853,339,126,0.37
854,339,126,0.37
855,339,126,0.37
856,339,126,0.37
857,339,126,0.37
858,339,126,0.37
859,339,177,0.52
860,339,177,0.52
861,339,174,0.51
862,339,174,0.51
863,339,129,0.38
864,339,129,0.38
865,339,129,0.38
866,339,130,0.38
867,339,126,0.37
868,339,126,0.37
869,339,129,0.38
870,339,130,0.38
871,339,129,0.38
872,339,130,0.38
873,339,127,0.37
875,339,128,0.38
876,339,128,0.38
877,339,129,0.38
878,339,129,0.38
879,339,126,0.37
880,339,126,0.37
881,339,289,0.85
882,339,208,0.61
883,339,126,0.37
884,339,126,0.37
885,339,126,0.37
886,339,126,0.37
887,339,126,0.37
888,339,127,0.37
889,339,167,0.49
890,339,281,0.83
891,339,129,0.38
892,339,129,0.38
893,339,6,0.02
894,339,6,0.02
895,339,171,0.50
896,339,171,0.50
897,339,171,0.50
898,339,171,0.50
899,339,167,0.49
900,339,167,0.49
902,38,2,0.05
904,38,2,0.05
909,38,1,0.03
911,38,1,0.03
916,38,3,0.08
922,38,3,0.08
927,38,1,0.03
928,38,1,0.03
929,38,1,0.03
930,38,1,0.03
933,38,2,0.05
934,38,2,0.05
936,38,2,0.05
937,38,2,0.05
941,2,1,0.50
949,32,2,0.06
951,32,1,0.03
952,32,1,0.03
975,32,1,0.03
976,32,1,0.03
977,32,1,0.03
980,32,1,0.03
981,32,1,0.03
985,13,1,0.08
987,13,1,0.08
993,13,4,0.31
996,13,3,0.23
997,13,4,0.31
999,59,4,0.07
1000,59,1,0.02
1001,59,1,0.02
1002,59,6,0.10
1003,59,1,0.02
1004,59,1,0.02
1006,59,4,0.07
1012,59,3,0.05
1014,59,4,0.07
1031,59,2,0.03
1034,59,4,0.07
1035,59,2,0.03
1036,59,3,0.05
1037,59,2,0.03
1041,59,4,0.07
1042,59,3,0.05
1045,59,3,0.05
1052,59,3,0.05
1053,59,4,0.07
1054,59,2,0.03
1055,59,2,0.03
1056,59,1,0.02
1058,59,5,0.08
1074,4,1,0.25
1084,11,2,0.18
1090,11,1,0.09
1091,11,1,0.09
1096,8,1,0.13
1101,8,1,0.13
1111,16,2,0.13
1113,16,2,0.13
1114,16,1,0.06
1115,16,3,0.19
1122,16,1,0.06
1124,16,1,0.06
1138,19,2,0.11
1143,19,2,0.11
1145,19,4,0.21
1152,19,4,0.21
1153,19,2,0.11
1154,19,4,0.21
1155,19,4,0.21
1156,19,4,0.21
1160,21,3,0.14
1163,21,3,0.14
1164,21,1,0.05
1166,21,3,0.14
1167,21,3,0.14
1168,21,2,0.10
1169,21,2,0.10
1170,21,1,0.05
1171,21,3,0.14
1173,21,1,0.05
1175,21,3,0.14
1179,21,1,0.05
1182,166,27,0.16
1183,166,5,0.03
1185,166,8,0.05
1189,166,2,0.01
1190,166,4,0.02
1191,166,3,0.02
1192,166,4,0.02
1193,166,3,0.02
1194,166,4,0.02
1195,166,26,0.16
1198,166,18,0.11
1203,166,18,0.11
1205,166,26,0.16
1207,166,27,0.16
1211,166,33,0.20
1212,166,33,0.20
1213,166,18,0.11
1215,166,4,0.02
1216,166,4,0.02
1217,166,18,0.11
1218,166,1,0.01
1219,166,23,0.14
1221,166,18,0.11
1222,166,1,0.01
1226,166,26,0.16
1228,166,4,0.02
1229,166,1,0.01
1230,166,17,0.10
1231,166,18,0.11
1238,166,39,0.23
1240,166,39,0.23
1243,166,39,0.23
1246,166,18,0.11
1248,166,26,0.16
1251,166,18,0.11
1253,166,26,0.16
1258,166,18,0.11
1265,166,39,0.23
1267,166,4,0.02
1268,166,26,0.16
1272,166,26,0.16
1275,166,20,0.12
1280,166,23,0.14
1287,166,26,0.16
1298,166,1,0.01
1303,166,26,0.16
1307,166,1,0.01
1308,166,26,0.16
1310,166,2,0.01
1311,166,27,0.16
1312,166,3,0.02
1313,166,3,0.02
1314,166,4,0.02
1315,166,26,0.16
1316,166,39,0.23
1318,166,26,0.16
1319,166,1,0.01
1320,166,26,0.16
1322,166,1,0.01
1323,166,5,0.03
1328,166,27,0.16
1331,166,6,0.04
1335,166,6,0.04
1336,166,6,0.04
1338,166,26,0.16
1340,166,39,0.23
1342,166,27,0.16
1349,4,1,0.25
1352,4,1,0.25
1354,265,16,0.06
1356,265,15,0.06
1358,265,17,0.06
1361,265,16,0.06
1363,265,20,0.08
1364,265,9,0.03
1365,265,8,0.03
1366,265,15,0.06
1367,265,5,0.02
1370,265,16,0.06
1372,265,17,0.06
1373,265,17,0.06
1374,265,10,0.04
1375,265,8,0.03
1377,265,15,0.06
1379,265,13,0.05
1384,265,3,0.01
1385,265,2,0.01
1387,265,3,0.01
1389,265,1,0.00
1390,265,21,0.08
1392,265,23,0.09
1393,265,8,0.03
1395,265,15,0.06
1396,265,15,0.06
1397,265,1,0.00
1401,265,1,0.00
1403,265,15,0.06
1411,265,17,0.06
1423,265,6,0.02
1424,265,3,0.01
1426,265,2,0.01
1431,265,5,0.02
1432,265,2,0.01
1433,265,2,0.01
1434,265,2,0.01
1435,265,2,0.01
1437,265,9,0.03
1438,265,2,0.01
1439,265,2,0.01
1440,265,3,0.01
1441,265,6,0.02
1442,265,6,0.02
1446,265,16,0.06
1447,265,16,0.06
1449,265,15,0.06
1454,265,1,0.00
1455,265,4,0.02
1456,265,2,0.01
1457,265,2,0.01
1458,265,3,0.01
1460,265,18,0.07
1471,265,9,0.03
1472,265,9,0.03
1474,265,2,0.01
1479,265,10,0.04
1480,265,10,0.04
1481,265,10,0.04
1482,265,9,0.03
1483,265,12,0.05
1484,265,12,0.05
1485,265,16,0.06
1486,265,16,0.06
1487,265,15,0.06
1488,265,12,0.05
1489,265,14,0.05
1490,265,4,0.02
1499,265,6,0.02
1500,265,6,0.02
1501,265,15,0.06
1502,265,13,0.05
1503,265,7,0.03
1507,265,16,0.06
1509,265,16,0.06
1510,265,16,0.06
1512,265,2,0.01
1513,265,15,0.06
1514,265,6,0.02
1515,265,2,0.01
1517,265,6,0.02
1518,265,6,0.02
1519,265,1,0.00
1522,265,18,0.07
1523,265,18,0.07
1525,265,15,0.06
1527,265,2,0.01
1529,265,24,0.09
1539,265,1,0.00
1540,265,1,0.00
1541,265,1,0.00
1543,265,16,0.06
1544,265,1,0.00
1545,265,4,0.02
1547,265,19,0.07
1552,265,18,0.07
1553,265,18,0.07
1559,265,21,0.08
1560,265,21,0.08
1567,265,17,0.06
1568,265,17,0.06
1571,265,22,0.08
1574,265,8,0.03
1575,265,18,0.07
1578,265,2,0.01
1579,265,16,0.06
1580,265,2,0.01
1581,265,3,0.01
1584,265,21,0.08
1587,265,16,0.06
1590,265,15,0.06
1591,265,12,0.05
1592,265,12,0.05
1593,265,18,0.07
1594,265,10,0.04
1598,265,1,0.00
1599,265,1,0.00
1601,265,24,0.09
1605,265,5,0.02
1607,265,18,0.07
1608,265,16,0.06
