change_id,num_change,conqat,deckard,iclones,nicad5,simcad,simian
53691,15,0,0.93,0,0,0.07,0
53692,11,0,1,0,0,0,0
53695,4,0,1,0,0,0,0
53696,4,0,1,0,0,0,0
53700,11,0,1,0,0,0,0
53701,12,0,0.92,0,0,0.08,0
53703,1,0,0,0,0,1,0
53706,1,0,1,0,0,0,0
53712,3,0,1,0,0,0,0
53713,3,0,1,0,0,0,0
53752,1,1,0,0,0,0,0
53753,4,0,1,0,0,0,0
53757,5,0.4,0.8,0.4,0.4,0.4,0
53758,2,1,0,1,1,1,0.5
53759,2,0,0,0,1,1,0
53760,11,0.18,0.82,0.18,0.27,0.27,0
53761,3,0.67,0,0.67,1,1,0.33
53762,4,0,1,0,0,0,0
53767,11,0,1,0,0,0,0
53768,24,0,1,0,0,0,0
53769,18,0.06,0.83,0.06,0.78,0.78,0
53770,25,0.04,0.64,0.04,0.56,0.92,0
53771,10,0.8,0,0.1,1,0.3,0
53772,39,0.21,0.41,0.03,0.26,0.62,0
53773,23,0.35,0.65,0.04,0.43,0.13,0
53774,10,0.8,0,0.1,1,0.3,0
53775,24,0.33,0,0.04,0.42,0.88,0
53776,24,0.33,0,0.04,0.42,0.88,0
53777,39,0.21,0.41,0.03,0.26,0.54,0
53778,25,0,0.6,0.04,0.4,0.84,0
53779,24,0.04,0.63,0.04,0.58,0.96,0
53780,25,0.04,0.64,0.04,0.56,0.92,0
53781,23,0,0,0.04,0.61,1,0
53782,24,0,0.63,0.04,0.58,0.96,0
53783,25,0.32,0.6,0.04,0.4,0.84,0
53784,24,0,0,0.04,0.42,0.88,0
53785,25,0.04,0.64,0.04,0.56,0.92,0
53786,23,0.04,0,0.04,0.61,1,0
53787,24,0.04,0.63,0.04,0.58,0.96,0
53788,24,0.04,0.63,0.04,0.58,0.96,0
53789,24,0,0.63,0.04,0.58,0.96,0
53790,25,0,0.64,0.04,0.56,0.92,0
53791,14,0,0,0,0,1,0
53792,27,0.07,0.7,0,0.52,0.78,0
53793,24,0.08,0.63,0,0.58,0.96,0
53794,24,0.33,0,0,0.42,0.88,0
53795,24,0.08,0.63,0,0.58,0.96,0
53806,15,0,0.87,0.07,0.6,0.6,0
53807,9,0.11,0.89,0.11,1,1,0.11
53808,10,0.1,0.8,0.2,1,1,0.1
53809,9,0.67,0,1,1,1,0.11
53810,10,0.6,0.6,0.9,0.9,0.9,0.1
53811,9,0.67,0,1,1,1,0.11
53812,10,0.6,0.6,0.9,0.9,0.9,0.1
53813,10,0.8,0.6,0.9,0.9,0.9,0.1
53814,9,0.33,0.56,1,1,1,0.11
53815,10,0.6,0.6,0.9,0.9,0.9,0.1
53816,9,0.56,0,1,1,1,0.11
53817,10,0.1,0.9,0.1,1,1,0.1
53818,10,0.1,0.8,0.1,1,1,0.1
53819,10,0,0,0.1,1,1,0.1
53820,10,0,0.9,0.1,1,1,0.1
53821,9,0.33,0,1,1,1,0.11
53822,10,0.3,0.6,0.9,0.9,0.9,0.1
53823,10,0.1,0.8,0.1,1,1,0.1
53824,10,0.1,0.9,0.1,1,1,0.1
53825,10,0.1,0.9,0.1,1,1,0.1
53826,10,0.1,0.5,0.1,1,1,0.1
53838,38,0.05,0.11,0,0.89,0,0
53839,56,0.04,0.7,0,0.61,0,0
53840,51,0,0.67,0,0.67,0,0
53841,34,0,0,0,1,0,0
53842,34,0,0,0,1,0,0
53843,34,0,0,0,1,0,0
53844,24,0.83,0,0.17,1,0,0
53845,50,0.38,0.78,0,0.48,0,0
53846,50,0.38,0.78,0,0.48,0,0
53847,27,0.74,0.26,0.19,0.89,0,0
53848,50,0.38,0.78,0.04,0.48,0,0
53849,50,0.38,0.78,0,0.48,0,0
53850,25,0.8,0,0,1,0,0
53851,25,0.8,0,0,1,0,0
53852,24,0.83,0,0.21,1,0,0
53853,50,0.38,0.78,0.04,0.48,0,0
53854,50,0.38,0.78,0,0.48,0,0
53855,28,0.71,0.18,0,0.89,0,0
53856,28,0.71,0.18,0,0.89,0,0
53857,24,0.79,0,0.17,1,0,0
53858,50,0.38,0.78,0,0.48,0,0
53859,50,0.38,0.78,0,0.48,0,0
53860,51,0.39,0.76,0,0.49,0,0
53861,51,0.39,0.76,0,0.49,0,0
53862,24,0.13,0.13,0.17,1,0,0
53863,24,0,0,0,1,0,0
53864,24,0,0,0,1,0,0
53865,53,0,0.74,0,0.66,0,0.02
53866,53,0,0.74,0,0.66,0,0
53867,36,0,0.06,0.06,0.94,0,0.06
53868,36,0,0.06,0.06,0.94,0,0.06
53869,36,0,0.06,0,0.94,0,0
53870,53,0,0.74,0,0.66,0,0.02
53871,53,0,0.74,0,0.66,0,0
53872,34,0,0,0.06,1,0,0.06
53873,52,0,0.75,0.04,0.65,0,0.04
53874,52,0,0.75,0,0.65,0,0
53875,25,0.8,0,0,1,0,0
53876,46,0.43,0.76,0,0.54,0,0
53877,51,0,0.76,0,0.49,0,0
53878,51,0,0.76,0,0.49,0,0
53879,35,0,0,0,1,0,0
53880,35,0,0,0,1,0,0
53881,35,0,0.03,0,0.97,0,0
53882,53,0,0.75,0,0.64,0,0
53883,52,0,0.75,0,0.65,0,0
53884,53,0,0.74,0,0.66,0,0
53885,53,0,0.74,0,0.66,0,0
53886,34,0,0,0,1,0,0
53887,34,0,0,0,1,0,0
53888,34,0,0,0,1,0,0
53889,53,0,0.74,0.02,0.66,0,0.02
53890,53,0,0.74,0,0.66,0,0
53891,53,0,0.74,0.02,0.66,0,0.02
53892,53,0,0.74,0,0.66,0,0
53894,39,0,1,0,0,0,0
53895,39,0,1,0,0,0,0
53896,53,0.13,0.74,0,0.66,0,0
53897,53,0.13,0.74,0,0.66,0,0
53898,52,0.1,0.69,0,0.67,0,0
53899,52,0.1,0.69,0,0.67,0,0
53900,50,0.4,0.78,0,0.5,0,0
53901,50,0.4,0.76,0,0.5,0,0
53902,52,0.08,0.73,0,0.65,0,0
53903,52,0.08,0.69,0,0.65,0,0
53904,52,0.08,0.69,0,0.65,0,0
53907,37,0,1,0,0,0,0
53915,4,0,1,0,0,0,0
53916,11,0,1,0,0,0,0
53926,1,0,1,0,0,0,0
53929,1,0,1,0,0,0,0
53958,1,0,1,0,0,0,0
53959,1,0,1,0,0,0,0
53960,2,0.5,0,0,1,1,0
53961,2,0.5,0.5,0,1,1,0
53962,2,1,0.5,0,1,1,0
53963,2,0,0,0,1,1,0
53965,2,0,1,0,0,0,0
53967,1,0,0,0,0,1,0
53968,1,0,0,0,0,1,0
53978,1,0,1,0,0,0,0
54008,22,0,0.86,0,0,0.14,0
54009,28,0,0.89,0,0,0.11,0
54010,13,0,0.77,0,0,0.23,0
54011,3,0,0,0,0,1,0
54012,3,0,0,0,0,1,0
54014,4,0,0,0,1,1,0
54015,4,0.5,0,0,1,1,0.25
54016,4,0.5,0,0,1,1,0
54017,4,0.5,0,0,1,1,0
54018,14,0.14,0.93,0,0.29,0.29,0.14
54019,5,0,0,0,0,1,0
54020,5,0,0,0,0,1,0
54021,14,0,0.64,0,0,0.36,0
54022,28,0.14,0.86,0,0.18,0.18,0.07
54023,25,0.16,0.84,0,0.2,0.2,0.04
54024,25,0,0.84,0,0.2,0.2,0
54025,5,0,0,0,1,1,0
54026,26,0,1,0,0,0,0
54027,10,0,1,0,0,0,0
54032,8,0,0.13,0.88,0.88,0.88,0
54033,8,0.63,0.13,0.88,0.88,0.88,0.25
54034,14,0.36,0.5,0.5,0.5,0.5,0.21
54035,7,0,0,1,1,1,0
54036,7,0.71,0,1,1,1,0.29
54037,16,0.31,0.56,0.44,0.44,0.44,0.13
54038,15,0,0.6,0.4,0.4,0.4,0
54039,15,0.27,0.6,0.4,0.4,0.4,0.13
54040,6,0.67,0,1,1,1,0.17
54041,6,0.67,0,1,1,1,0.33
54056,1,0,1,0,0,0,0
54057,5,0.6,0.2,0,0.4,0,0
54058,5,1,0.2,0.4,0.4,0,0.4
54059,2,1,0,1,1,0,1
54060,13,0.15,0.92,0.15,0.23,0,0.15
54061,3,0.67,0,0.67,1,0,0.67
54062,12,0,1,0,0,0,0
54063,9,0,1,0,0,0,0
54066,3,0,0,0,1,1,0
54067,3,0.67,0,0,1,1,0.33
54068,3,0.67,0.33,0,1,1,0.33
54069,3,0.67,0.33,0,1,1,0
54070,4,0.5,0.25,0,0.75,0.75,0
54071,5,0,0,0,1,1,0
54072,15,0.27,0.8,0,0.33,0.33,0.13
54073,5,0.8,0,0,1,1,0
54074,10,0,1,0,0,0,0
54075,10,0.2,0.8,0,0.2,0.2,0
54076,2,1,0,0,1,1,0
54077,6,0.33,0.67,0,0.33,0.33,0
54078,2,1,0,0,1,1,0
54079,9,0,1,0,0,0,0
54081,1,0,1,0,0,0,0
54082,7,0.29,0.71,0,0,0,0
54083,7,0.29,0.71,0,0,0,0
54084,7,0.29,0.71,0,0,0,0
54085,5,0,1,0,0,0,0
54086,5,0,1,0,0,0,0
54087,7,0.43,0.86,0,0.43,0.43,0
54088,1,1,0,0,1,1,0
54089,10,0.1,1,0,0.1,0.1,0
54090,13,0.08,1,0,0.08,0.08,0
54091,8,0,1,0,0,0,0
54092,1,0,1,0,0,0,0
54093,2,0,1,0,0,0,0
54095,15,0,1,0,0,0.07,0
54096,10,0,1,0,0,0.1,0
54097,10,0,1,0,0,0,0
